Component,Failure,DefectivePart,PartsReplaced,Cost,DealerComment_English
DAB RADIO BLUETOOTH,SHORT CIRCUIT,RADIO,1,790.59,COMPLAINT RADIO DOES NOT TURN ON SCREEN CAUSE INTERNAL CONTROL UNIT OF THE RADIO SHORT-CIRCUIT SOLUTION DIAGNOSIS + REPLACE RADIO
DAB RADIO BLUETOOTH,SHORT CIRCUIT,RADIO,2,739.040269,COMPLAINT RADIO DOES NOT RESPOND RADIO IS BLOCKED CPRZ INTERNAL ELECTRICAL DAMAGE TO RADIO CORRECTION RADIO REPLACEMENT
DAB RADIO BLUETOOTH,DEFECTIVE CONTACTS,RADIO,1,743.2,DAMAGE TYPE RADIO LOCKS CAUSE radio short circuit CORRECTION radio replace
DAB RADIO BLUETOOTH,DEFECT,RADIO,1,838.55,RECL RADIO SWITCHES OFF AUTOMATICALLY WHEN IT GETS WARM REASON RADIO DEFECTIVE CORRECTION RADIO ERS
DAB RADIO BLUETOOTH,SHORT CIRCUIT,RADIO,3,1030.32,RECLAIM Customer complaint: No DAB+ reception from radio possible REASON DAB radio has an internal short circuit CORRECTION Replace and renew DAB radio
DAB RADIO BLUETOOTH,LOW OUTPUT/EFFICIENCY,RADIO,1,115.511629,COMPLAINT DAB RADIO SHOWING ACTIVE FAULT CAUSE FOUND NOT PROGRAMMED SRR 106327424 CORRECTION CARRY OUT PROGRAMMING PROCEDURE VIA TELESERVICES SRR 106327424
DAB RADIO BLUETOOTH,DEFECT,RADIO,1,836.25,"RECL DAB radio stops working at irregular intervals. First the display goes out, shortly after that the sound. Only after completely disconnecting the battery does it work again for a short time. Update attempt REASON Unknown, internal radio error CORRECTION Power supply and wiring of DAB radio checked. Radio installed on loan from company vehicle, no problems. DAB radio replaced."
DAB RADIO BLUETOOTH,DEFECT,RADIO,1,672.74,"DAMAGE TYPE Car radio Bluetooth failure CAUSE Car radio Bluetooth failure found CORRECTION Performed wizard 07F19C-0C- opening THD, Replacement car radio"
DAB RADIO BLUETOOTH,DEFECT,RADIO,1,1005.08,"RECALL RADIO NOT WORKING/REQUESTS RADIO CODE REASON RADIO NOT WORKING/REQUESTS RADIO CODE. RADIO INTERNAL DEFECT CORRECT RADIO NOT WORKING/REQUESTS RADIO CODE. RADIO INTERNAL DEFECT. DAMAGE DETERMINED BY MEASUREMENT AND TEST WORK, RADIO CODE ENTERED/BUT RADIO DOES NOT UNLOCK. MEASUREMENT AND TEST WORK CARRIED OUT/ATTENDED TO RESET RADIO/UNSUCCESSFUL. RADIO REPLACED/PROGRAMMED"
DAB RADIO BLUETOOTH,"CONTROL,VERIFICATION",RADIO,1,796.01,"RECL RADIO STOPS INTERMITTENTLY REASON RADIO DEFECTIVE CORRECTION WIRING CHECKED, RADIO A-E AND RENEWED, FUNCTION CHECKED - OK"
DAB RADIO BLUETOOTH,DEFECT,RADIO,2,732.11,"COMPLAINT RADIO TURNS OFF BY ITSELF CAUSE DEFECTIVE RADIO CORRECTION TURN ON UDT TO CHECK AND CLEAR FAILURES, CHECK WIRING. REPLACE RADIO."
DAB RADIO BLUETOOTH,DEFECT,RADIO,2,949.56,"RECORD RADIO CANNOT BE SWITCHED ON ANYMORE, DEFECTIVELY REPLACED REASON RADIO CANNOT BE SWITCHED ON ANYMORE, DEFECTIVELY REPLACED CORRECTION RADIO CANNOT BE SWITCHED ON ANYMORE, DEFECTIVELY REPLACED"
DAB RADIO BLUETOOTH,DEFECT,RADIO,0,18.10962,"COMPLAINT RADIO OPERATION STOPS CPRZ FAULTY RADIO PROGRAMMING CORRECTION RADIO RECEIVER D/M CHECK, UPLOAD UPDATES, CHECK EL CONNECTIONS"
DAB RADIO BLUETOOTH,BREAK,RADIO,1,606.31991,COMPLAINT RADIO DOES NOT WORK CPRZ NO POSSIBILITY TO ADJUST THE VOLUME CORRECTION RADIO REPLACEMENT
DAB RADIO BLUETOOTH,BLOCKAGE,RADIO,2,838.63,COMPLAINT The DAB radio doesn't work CAUSE The radio does not react when pressing the buttons CORRECTION Replacement of the radio
DAB RADIO BLUETOOTH,OVERHEATING,RADIO,2,729.37,"complaint Cold radio. Faulty RJ radios. fix Diagnostic operations, radio replacement, radio programming."
DAB RADIO BLUETOOTH,DEFECTIVE CONTACTS,RADIO,2,972.05,"RECL THD: 106418423 ACTIVE ERROR INTERNAL TEMP SENSOR REASON CEILING LIGHT, RADIO DEFECTIVE CORRECTION RENEWED"
DAB RADIO BLUETOOTH,MISFIRE,RADIO,2,773.52,"COMPLAINT radio black screen dab not working handsfree connection with gsm lost CAUSE radio CORRECTION using assist update had to be performed, problems remain the same radio replaced and programmed, dab problem not yet solved, replace antenna"
DAB RADIO BLUETOOTH,DEFECT,RADIO,2,846.95,"DAMAGE TYPE SOMETIMES THE RADIO DOES NOT TURN OFF OR ON CAUSE IN DIAGNOSIS: INTERNAL CONTROL UNIT ERROR, ""DEFECTIVE CONTROL UNIT OR COMPONENTS"" CORRECTION RADIO REPLACEMENT AND PROGRAMMING"
DAB RADIO BLUETOOTH,DEFECT,RADIO,1,621.59,COMPLAIN Sometimes the radio cannot be muted or amplified CAUSE Checking the car radio and electric. installation - defective car radio detected CORRECTION The car radio was replaced
DAB RADIO BLUETOOTH,BREAK,RADIO,2,774.87,DAMAGE TYPE CHECK RADIO (DOES NOT WORK) CAUSE FAULTY RADIO CORRECTION REPL. RADIO
DAB RADIO BLUETOOTH,DEFECT,RADIO,2,711.59,"COMPLAIN The radio cannot be turned down or muted CAUSE Diagnostics, electrical control installation - defective radio detected CORRECTION Radio replacement done"
DAB RADIO BLUETOOTH,SHORT CIRCUIT,RADIO,2,741.581397,"COMPLAINT Radio displaying error 'over heated' CAUSE Connected in EASY, found stored faults for radio ecu high temperature & internal fault - radio assy internal fault CORRECTION Replaced radio , programmed and test. All ok"
DAB RADIO BLUETOOTH,DEFECTIVE CONTACTS,RADIO,1,656,"COMPLAINT Reported radio overheating warning keeps coming on CAUSE Internal fault with radio CORRECTION Fit new radio, test operation, ok."
DAB RADIO BLUETOOTH,DEFECT,RADIO,1,81.31991,"COMPLAINT AFTER REPLACING THE RADIO, THE MULTIFUNCTION STEERING WHEEL - STEERING WHEEL BUTTONS DO NOT WORK CPRZ FAULTY RADIO PROGRAMMING CORRECTION RADIO RE-PROGRAMMING IS NECESSARY"
DAB RADIO BLUETOOTH,DEFECT,RADIO,2,794.67,COMPLAINT Radio do not work CAUSE Radio defect CORRECTION Replace radio replacement is done late because we were waiting client do go back at service station
DAB RADIO BLUETOOTH,DEFECT,RADIO,2,690.6,COMPLAIN The radio does not want to pair with the phone CAUSE Radio check - tried multiple phones that are paired with other radios in a classic vehicle - faulty radio CORRECTION Radio replaced
DAB RADIO BLUETOOTH,SHORT CIRCUIT,RADIO,2,691.19,COMPLAINT RADIO FAILURE CAUSE ELECTRONIC FAILURE IN RADIO SOLUTION CHECK AND REPLACE RADIO. PROGRAM THROUGH TELESERVICE
DAB RADIO BLUETOOTH,DEFECTIVE CONTACTS,RADIO,1,766.88,RECORD RADIO CANNOT BE OPERATED TEMPORARILY REASON RADIO CANNOT BE OPERATED TEMPORARILY CORRECTION RADIO CANNOT BE OPERATED TEMPORARILY INTERNAL DAMAGE
DAB RADIO BLUETOOTH,DEFECT,RADIO,1,816.5,"COMPLAINT RADIO DOES NOT WORK PROPERLY CAUSE UDT DIAGNOSTIC, RADIO CHECKED AND DIAGNOSTIC, RADIO DEFECT CORRECTION REPLACED THE RADIO"
DAB RADIO BLUETOOTH,DEFECT,RADIO,0,27.56152,"COMPLAINT SOMETIMES THE RADIO TURNS OFF CPRZ ERRORS IN THE RADIO PROGRAM CORRECTION DIAGNOSTICS, RADIO D/M, CHECK, CHECK GROUNDS AND ELECTRICAL CONNECTIONS, UPLOAD RADIO UPDATES"
DAB RADIO BLUETOOTH,BREAK,RADIO,2,762.52,DAMAGE TYPE DRIVER'S DOOR SPEAKER (DOES NOT WORK) CAUSE FAULTY RADIO CORRECTION REPLACEMENT AND PROGRAMMING RADIO
DAB RADIO BLUETOOTH,INCORRECT ADJUSTMENT,RADIO,0,8.4,"DAMAGE TYPE RADIO NOT WORKING CAUSE RADIO PARAMETER CONFIGURATION INCOMPLETE/OBSOLETE CORRECTION RADIO DIAGNOSIS, PARAMETER RECONFIGURATION"
DAB RADIO BLUETOOTH,SHORT CIRCUIT,RADIO,2,667.38255,COMPLAINT RADIO TURNS ON AND OFF CPRZ INTERNAL DAMAGE/ SHORT CIRCUIT IN RADIO CORRECTION REPLACEMENT AND PROGRAMMING OF RADIO AFTER REPLACEMENT
DAB RADIO BLUETOOTH,DEFECT,RADIO,2,697.532437,"COMPLAINT The radio hangs up sometimes, the volume knob and hands-free kit do not work CPRZ Internal radio fault CORRECTION Replacement of the radio"
DAB RADIO BLUETOOTH,DEFORMED,RADIO,2,764.387025,"COMPLAINT internal damage to the radio, the overheating message lights up and turns off after a while CPRZ internal damage to the radio, the overheating message lights up and turns off after a while CORRECTION Replacement of the radio"
DAB RADIO BLUETOOTH,NO WARNING,RADIO,2,915.19,"RECL Radio display not readable in colder outside temperatures and radio then temporarily inoperable REASON Pixel error and temporary internal interruption, radio Download unsuccessful CORRECTION Troubleshooting, findings, DAB radio a/e renewed"
DAB RADIO BLUETOOTH,LOW OUTPUT/EFFICIENCY,RADIO,2,864.95,DAMAGE TYPE THE RADIO SWITCHES OFF WHILE YOU ARE GOING CAUSE POOR RADIO EFFICIENCY CORRECTION REPL. RADIO
DAB RADIO BLUETOOTH,DEFECT,RADIO,2,1041.286863,COMPLAIN Radio goes off by itself. CAUSE Internal error in radio. CORRECTION Measurement of wires and plugs for radio = economy Radio replaced and coded.
DAB RADIO BLUETOOTH,DEFECT,RADIO,1,670.243848,"COMPLAINT RADIO JAMS AND DOES NOT RESPOND TO BUTTONS, RADIO DOES NOT WORK, RADIO REPLACEMENT CPRZ RADIO JAMS AND DOES NOT RESPOND TO BUTTONS, RADIO DOES NOT WORK, RADIO REPLACEMENT CORRECTION RADIO JAMS AND DOES NOT RESPOND TO BUTTONS, RADIO DOES NOT WORK, RADIO REPLACEMENT"
DAB RADIO BLUETOOTH,SHORT CIRCUIT,RADIO,2,834.31,COMPLAINT The radio sometimes did not work. CAUSE Radio short cut CORRECTION Radio has been replaced
DAB RADIO BLUETOOTH,NO WARNING,RADIO,0,57.2,COMPLAINT RADIO FAILURE CAUSE INTERNAL FAILURE IN DAB RADIO AND DOES NOT WORK SOLUTION MAKE DAB RADIO DIAGNOSIS AND PERFORM ETIM GUIDED STEPS FOR DAB RADIO
DAB RADIO BLUETOOTH,DEFECT,RADIO,2,705.59,"COMPLAIN Can't turn the radio down and up CAUSE Diagnostics, electrical control installation and radios - found defective radio CORRECTION Radio replacement done"
DAB RADIO BLUETOOTH,DEFECT,RADIO,2,709.633107,COMPLAINT The radio hangs and does not respond to keys CPRZ Internal DAB radio fault CORRECTION Replacement of DAB radio
DAB RADIO BLUETOOTH,DEFECTIVE CONTACTS,RADIO,2,847.45,DAMAGE TYPE CUSTOMER COMPLAINT: THE CAR RADIO DOES NOT TURN ON CAUSE CAR RADIO UNCERTAIN AND DEFECTIVE CONTACTS CORRECTION CAR RADIO REPLACEMENT
DAB RADIO BLUETOOTH,DEFECTIVE CONTACTS,RADIO,1,851.37,RECL DETERMINE AND CORRECT RADIO ERROR REASON NOISE IN THE SPEAKER RADIO NOT WORKING CORRECTION DETERMINE FAULT AND CHECK WIRING RADIO REPLACED
DAB RADIO BLUETOOTH,DEFECT,RADIO,2,715.0783,COMPLAINT CROSS STRIP ON RADIO CPRZ DEFECTIVE RADIO CORRECTION RADIO REPLACEMENT
DAB RADIO BLUETOOTH,DEFECTIVE CONTACTS,RADIO,1,119.6,RECL DETERMINE AND CORRECT RADIO ERROR REASON CONFIGURATION ERROR CORRECTION CHECK WIRING DIAGNOSTIC CREATED RADIO PROGRAMMED
DAB RADIO BLUETOOTH,DEFECT,RADIO,1,839.63964,RECL RADIO TURNS OFF WHILE DRIVING. REASON QUERY AND DELETE FC. REMOVE RADIO. CHECK CONNECTIONS AND RADIO. RADIO IS CAUSE. CORRECTION REPLACE AND PROGRAM RADIO. 1 COIN. RB
DAB RADIO BLUETOOTH,DEFECT,RADIO,1,792.46,"COMPLAINT The vehicle was left without electricity and cannot start engine. CAUSE The radio is defective and it was drawing electricity and a discharged battery. CORRECTION The radio was replaced. economy: installation checking, fault detection"
DAB RADIO BLUETOOTH,DEFECT,RADIO,1,769.15,"COMPLAIN Radio not working CAUSE Faulty radio CORRECTION Troubleshooting on radio. Checked with UDT, errors on buttons, none found updates. Changed radio and tested ok."
DAB RADIO BLUETOOTH,DEFECT,RADIO,2,726.37,"complaint The car radio displays overheating and does not work. Defective car radio. fix Diagnostic operations, radio replacement, radio programming."
DAB RADIO BLUETOOTH,BREAK,RADIO,1,91,DAMAGE TYPE radio turns off CAUSE damaged radio CORRECTION radio replacement reprogramming
DAB RADIO BLUETOOTH,SHORT CIRCUIT,RADIO,2,822.88,"COMPLAIN SOMETIMES THE CAR RADIO GETS SIGNIFICANTLY HOT - IT WILL WRITE A MESSAGE - INCREASED CAR RADIO TEMPERATURE, DISPLAY CONTENTS DISAPPEAR CAUSE SHORT CIRCUIT CORRECTION DIAGNOSTICS, control and measurement of electrical installation, guided procedure, detected radio failure, replacement, programming"
DAB RADIO BLUETOOTH,SHORT CIRCUIT,RADIO,1,762.27,"RECL Radio cannot be switched on REASON internal electrical fault CORRECTION Radio cannot be switched on, wiring OK. Radio system checked and radio device replaced and programmed"
DAB RADIO BLUETOOTH,SHORT CIRCUIT,RADIO,2,1006.054054,"RECL Radio stops working, crashes. REASON Radio has a short circuit CORRECTION Read out error log, check power supply and ground to radio, internal radio short circuit. Replace radio. 1 COIN"
DAB RADIO BLUETOOTH,LOW OUTPUT/EFFICIENCY,RADIO,2,869.348838,COMPLAINT RADIO USB PORTS NOT WORKING CAUSE LOW OUTPUT FROM HEAD UNIT CORRECTION PLUG IN AND READ FAULTS -CHECK FEEDS AND EARTHS ALL OK. REPLACE HEAD UNIT AND PROGRAMME VIA RSS
DAB RADIO BLUETOOTH,DEFECT,RADIO,1,611.03,"DAMAGE TYPE CAR RADIO SOMETIMES WITHOUT SIGNAL - LOSS OF RADIO STATION MEMORY CAUSE ORDERED THE RADIO AFTER CHECKING THE SETTINGS AND OPERATION OF THE RADIO, ELECTRONIC DEFECT OF THE RADIO CORRECTION REPLACE RADIO WITH PROGRAMMING REPLACE - FROM THE ORDER OF THE RADIO TO THE END OF THE CUSTOMER'S RETURN MORE THAN 10 DAYS HAVE PASSED FOR THE REPAIR"
DAB RADIO BLUETOOTH,DEFECT,RADIO,1,701.09,COMPLAINT Radio not working CAUSE Radio defect CORRECTION Diagnosis--> Bluetooth keeps dropping out--> radio replaced. Time used to test and set the radio. No CRT in system.
DAB RADIO BLUETOOTH,DEFECT,RADIO,2,1149.89,"RECL DAB radio not working, found during PDI delivery REASON DAB radio defective CORRECTION - PREPARATION OF STATION UDT - TEST CONTROL UNITS AND DELETE ERROR MEMORY - CAR RADIO DIAGNOSIS CARRIED OUT - ECONOMY FURTHER TROUBLESHOOTING CARRIED OUT ACCORDING TO PROCEDURES, AND DETECTED THAT DAB RADIO IS DEFECTIVE, see Asist 106471674 - RADIO A-E - PROGRAMMING CAR RADIO"
DAB RADIO BLUETOOTH,DEFORMED,RADIO,1,520.735088,"The vehicle occasionally asks for a tape theft code, the USB does not work, the radio frequency does not record and resets at every startup, there is a complaint that the phone cannot be used while Bluetooth is connected, WHY In the checks that were made, it was determined that the dab radio was deformed and could not fulfill its duty and caused the complaint. The dab radio of the vehicle was changed, the problem was solved THD:106059830"
DAB RADIO BLUETOOTH,ADJUSTMENT,RADIO,0,64,DAMAGE TYPE IMMOBILIZER LIGHT ON CAUSE GENERAL CHECK OF ELECTRICAL SOCKETS CARRIED OUT CORRECTION RADIO DISCONNECTED AND RECONNECTED TO CHECK WIRING AND CONNECTIONS CHECK CARRIED OUT BATTERIES AND GROUNDS FAULTS ELIMINATED ON THE CONTROL UNIT
DAB RADIO BLUETOOTH,SHORT CIRCUIT,RADIO,2,849.813954,COMPLAINT RADIO DISPLAYING OVERHEAT CAUSE RUN DIAGNOSTICS AND WIRING CHECKS TO TRACE FAULT TO INTERNAL FAILURE OF RADIO UNIT CORRECTION REPLACE RADIO UNIT AND CARRY OUT REMOTE PROGRAMMING
DAB RADIO BLUETOOTH,SHORT CIRCUIT,RADIO,4,923.04,"INCIDENT THE RADIO STATION DOES NOT WORK ANYMORE, CAUSE SHORT CIRCUIT SOLUTION EFFICIENCY CONTR. GROUND CABLES EFFICIENCY CONTR. CONTACTS CONNECTION ELECTRICAL INST. D-R RADIODIAGNOSTIC CAR RADIO EXCEPT PREPARATION STATIONPROGRAMMING CAR RADIO FOLLOWING DIAGNOSTIC OR REPLACEMENT REMOTE PROGRAMMING"
DAB RADIO BLUETOOTH,SHORT CIRCUIT,RADIO,1,666.10962,COMPLAINT RADIO LOSES WAVES AND TURNS OFF CPRZ INTERNAL DAMAGE TO RADIO CORRECTION RADIO REPLACEMENT
DAB RADIO BLUETOOTH,SHORT CIRCUIT,RADIO,2,729.76,COMPLAINT CHECK RADIO DOES NOT WORK CAUSE DAB RADIO DOES NOT WORK. INTERNALLY SHORT CIRCUIT. SOLUTION DIAGNOSIS. CHECK ELECTRICAL INSTALLATION TO RADIO AND ITS CONNECTIONS. REPLACE DAB RADIO THAT DOES NOT WORK. PROGRAM WITH TELESERVICE 1 CO IN.
DAB RADIO BLUETOOTH,DEFECT,RADIO,1,870.231903,"COMPLAINT Bluetooth system in radio does not work. CAUSE Checked errors, no errors, tried to connect to the bluetooth system but the radio would not come up in the bluetooth connections list, tested on three different phones on no radio visible, tried to do factory reset, tested all settings, disconnected battery for 40 mins and connected again but no luck. CORRECTION Tried to replace the radio and then there was no problem, connected to bluetooth system with out problems. Economy time put in for diagnostics."
DAB RADIO BLUETOOTH,SHORT CIRCUIT,RADIO,2,681.431768,COMPLAINT THE RADIO SWITCHES OFF AUTOMATICALLY AND DISPLAYS THE MESSAGE OVERHEATING CPRZ INTERNAL ELECTRICAL DAMAGE TO THE RADIO CORRECTION RADIO REPLACEMENT
DAB RADIO BLUETOOTH,DEFECT,RADIO,2,690.59,"COMPLAIN Radio turns off CAUSE Diagnostics, radio and electrical control. installation - found faulty radio CORRECTION Radio replacement done"
DAB RADIO BLUETOOTH,INTERFERENCE,RADIO,4,1264.04,"INCIDENT the customer reports the blocking of the DAB controls, no more steering wheel controls, volume control no longer works CAUSE following the MOT and circuit diagnosis and after opening a THD N: 106084356 the fault is internal to the DAB -economy oper = time to perform the MOT requested via the THD (MOT of updates and testing of these + MOT of the harness and connections removal of the steering wheel airbag for MOT of the steering wheel controls and power supplies ....... ) SOLUTION DAB replacement and programming"
DAB RADIO BLUETOOTH,SHORT CIRCUIT,RADIO,5,2300.56,"DAMAGE TYPE ... CAR RADIO NOT WORKING CAUSE ... SHORT CIRCUIT IN THE WIRING CORRECTION ... REPLACING THE CAR RADIO - UPON REMOVAL, A SHORT CIRCUIT WAS FOUND IN THE DASHBOARD WIRING, CHASSIS WIRING AND ELECTRIC CABLE."
DAB RADIO BLUETOOTH,SHORT CIRCUIT,RADIO,2,869.5,"RECL RADIO INTERMITTENTLY SWITS OFF BY ITSELF REASON RADIO HAS A SHORT CIRCUIT CORRECTION RADIO A-E, REPLACE, CHECK ALL WIRING"
DAB RADIO BLUETOOTH,DEFECT,RADIO,1,807.79,"RECL Radio failure REASON Radio is hot CORRECTION Radio checked for damage and findings determined. Radio a-e, first"
DAB RADIO BLUETOOTH,DEFECT,RADIO,1,645.2,"COMPLAINT CHECK RADIO DOES NOT WORK CAUSE DEFECTIVE RADIO SOLUTION CHECK RADIO DOES NOT WORK, CHECK INTERNAL FAILURE, DISASSEMBLE AND REPLACE RADIO"
DAB RADIO BLUETOOTH,OVERHEATING,RADIO,2,839.5,"INCIDENT RADIO CUTS OUT AT TIMES CAUSE RADIO HS SOLUTION DIAGNOSTICS AND REPLACEMENT OF THE RADIO, PROGRAMMING"
DAB RADIO BLUETOOTH,DEFECT,RADIO,1,935.26,COMPLAINT Lights are going on and off. Multimedia overheating CAUSE Defectiv radio device. CORRECTION Replaced radio.
DAB RADIO BLUETOOTH,DEFECT,RADIO,2,719.66,COMPLAINT SLIGHT MALFUNCTION CAUSE DEFECT CORRECTION /RADIO U-I/TELEPROGRAMMING
DAB RADIO BLUETOOTH,DEFECT,RADIO,1,628.4,"complaint Car radio does not work when turned on/off faulty car radio repair Radio check, radio replacement"
DAB RADIO BLUETOOTH,DEFECT,RADIO,2,705.610736,COMPLAINT Bluetooth turns off in the radio CPRZ Internal electrical fault in the radio CORRECTION Replacement of the radio
DAB RADIO BLUETOOTH,DEFECT,RADIO,2,712.43,COMPLAINT Radio freezes CAUSE EASY diagnostics. Internal radio error CORRECTION Radio replacement + programming via teleservice
DAB RADIO BLUETOOTH,SHORT CIRCUIT,RADIO,2,722.675614,COMPLAINT RADIO SIR JUMPS SOMETIMES AND THE BLUETOOTH DOES NOT WORK CPRZ RADIO EL. FAULT CORRECTION RADIO REPLACEMENT AND PROGRAMMING
DAB RADIO BLUETOOTH,DEFECTIVE CONTACTS,RADIO,2,728.41,DAMAGE TYPE CAR RADIO DOES NOT WORK CORRECTLY CAUSE FAULTY CONTACTS AND CONNECTIONS IN THE CAR RADIO CORRECTION CHECK FOR FAULT - CAR RADIO DIAGNOSIS - CHECK ELECTRICAL SYSTEM - FOUND AND REPLACE FAULTY CAR RADIO - REMOTE PROGRAMMING - FINAL CHECK FOR CORRECT OPERATION
DAB RADIO BLUETOOTH,DEFECT,RADIO,2,1080.43,"DAMAGE TYPE AFTER TWO DAYS OF STOP THE BATTERY DISCHARGES CAUSE DEFECTIVE RADIO AND CONSEQUENT BATTERY CORRECTION DIAGNOSIS WITH UDT, CHECK BATTERY ABSORPTION. S/R PASSENGER SIDE GLOVE COMPARTMENT TO CHECK BODYBUILDER SOCKET. CHECK WIRING FROM BCM E17 OUTPUT TO BODYBUILDER CONNECTOR, CHECK WIRING FROM BCM E17 OUTPUT TO BODYBUILDER CONNECTOR PIN 1. S/R RADIO TO CHECK CONNECTIONS CHECK WIRING FROM BCM E17 OUTPUT TO RADIO. BATTERY TEST PERFORMED WITH EASY BATT (CHARGE AND TEST), RECHARGED AND RE-TESTED WITH REPLACEMENT RESULT. REPLACEMENT OF CAR RADIO DUE TO ABNORMAL ABSORPTION OF THE SAME CONTROL LABOUR ELECTRICAL SYSTEM TO BE CONSIDERED ECONOMIC"
DAB RADIO BLUETOOTH,DEFECT,RADIO,0,37.89709,"COMPLAINT RADIO DOES NOT WORK CPRZ SOFTWARE ERRORS CORRECTION DIAGNOSTICS, CHECKING GROUNDS AND EL CONNECTIONS, UPLOADING NEW SOFTWARE"
DAB RADIO BLUETOOTH,DEFECT,RADIO,1,792.46,COMPLAINT The vehicle was left without electricity and cannot start engine. CAUSE The radio is defective and it was drawing electricity and a discharged battery. CORRECTION The radio was replaced.
DAB RADIO BLUETOOTH,NO WARNING,RADIO,2,935.45,"RECL Radio not working REASON Radio has an internal error, no communication and no display CORRECTION Troubleshooting, findings, radio a/e replaced"
DAB RADIO BLUETOOTH,LOW OUTPUT/EFFICIENCY,RADIO,1,592.74,DAMAGE TYPE dab radio communication error during E-PDI CAUSE error 07F262 dab radio CORRECTION dab radio replacement
DAB RADIO BLUETOOTH,BLOCKAGE,RADIO,2,871.63,COMPLAINT The radio doesn't work CAUSE Blockage of radio controller - the radio unit does not respond when pressing the paqnel buttons CORRECTION A survey for radio troubleshooting is submitted. Radio unit replacement. Labour in ECONOMY is for the troubleshooting checks
DAB RADIO BLUETOOTH,DEFECT,RADIO,1,69.105145,"COMPLAINT RADIO JAMS AND DOES NOT RESPOND TO BUTTONS, RADIO DOES NOT WORK, RADIO REPLACEMENT CPRZ RADIO JAMS AND DOES NOT RESPOND TO BUTTONS, RADIO DOES NOT WORK, RADIO REPLACEMENT CORRECTION RADIO JAMS AND DOES NOT RESPOND TO BUTTONS, RADIO DOES NOT WORK, RADIO REPLACEMENT"
